2024-03-19 00:00:00 0.570828
2024-03-20 00:00:00 0.540161
2024-03-21 00:00:00 0.515818
2024-03-22 00:00:00 0.536996
2024-03-23 00:00:00 0.503421
2024-03-24 00:00:00 0.509646
2024-03-25 00:00:00 0.518007
2024-03-26 00:00:00 0.507349
2024-03-27 00:00:00 0.552924
2024-03-28 00:00:00 0.553739
2024-03-29 00:00:00 0.569601
2024-03-30 00:00:00 0.586227
2024-03-31 00:00:00 0.588626
2024-04-01 00:00:00 0.584485
2024-04-02 00:00:00 0.530288
2024-04-03 00:00:00 0.504310
2024-04-04 00:00:00 0.530021
2024-04-05 00:00:00 0.565809
2024-04-06 00:00:00 0.611087
2024-04-07 00:00:00 0.566604
2024-04-08 00:00:00 0.568242
2024-04-09 00:00:00 0.565051
2024-04-10 00:00:00 0.591017
2024-04-11 00:00:00 0.552549
2024-04-12 00:00:00 0.625979
2024-04-13 00:00:00 0.624618
2024-04-14 00:00:00 0.606986
2024-04-15 00:00:00 0.614384
2024-04-16 00:00:00 0.603761
2024-04-17 00:00:00 0.604718
2024-04-18 00:00:00 0.625112
2024-04-19 00:00:00 0.616572
2024-04-20 00:00:00 0.600023
2024-04-21 00:00:00 0.649768
2024-04-22 00:00:00 0.631188
2024-04-23 00:00:00 0.630851
2024-04-24 00:00:00 0.581944
2024-04-25 00:00:00 0.591431
2024-04-26 00:00:00 0.566899
2024-04-27 00:00:00 0.607504
2024-04-28 00:00:00 0.631569
2024-04-29 00:00:00 0.600063
2024-04-30 00:00:00 0.628057
2024-05-01 00:00:00 0.611918
2024-05-02 00:00:00 0.634668
2024-05-03 00:00:00 0.626062
2024-05-04 00:00:00 0.636808
2024-05-05 00:00:00 0.631022
2024-05-06 00:00:00 0.678374
2024-05-07 00:00:00 0.668818
2024-05-08 00:00:00 0.672898
2024-05-09 00:00:00 0.651281
2024-05-10 00:00:00 0.666471
2024-05-11 00:00:00 0.624882
2024-05-12 00:00:00 0.647063
2024-05-13 00:00:00 0.659573
2024-05-14 00:00:00 0.644146
2024-05-15 00:00:00 0.663597
2024-05-16 00:00:00 0.673640
2024-05-17 00:00:00 0.682582
2024-05-18 00:00:00 0.690101
2024-05-19 00:00:00 0.664786
2024-05-20 00:00:00 0.666293
2024-05-21 00:00:00 0.694706
2024-05-22 00:00:00 0.681283
2024-05-23 00:00:00 0.678554
2024-05-24 00:00:00 0.706141
2024-05-25 00:00:00 0.698438
2024-05-26 00:00:00 0.691973
2024-05-27 00:00:00 0.688129
2024-05-28 00:00:00 0.683256
2024-05-29 00:00:00 0.681962
2024-05-30 00:00:00 0.687322
2024-05-31 00:00:00 0.676760
2024-06-01 00:00:00 0.667217
2024-06-02 00:00:00 0.672821
2024-06-03 00:00:00 0.681611
2024-06-04 00:00:00 0.657938
2024-06-05 00:00:00 0.665576
2024-06-06 00:00:00 0.675981
2024-06-07 00:00:00 0.685054
2024-06-08 00:00:00 0.692722
2024-06-09 00:00:00 0.681478
2024-06-10 00:00:00 0.690727
2024-06-11 00:00:00 0.671622
2024-06-12 00:00:00 0.678271
2024-06-13 00:00:00 0.688478
2024-06-14 00:00:00 0.670793
2024-06-15 00:00:00 0.701616
2024-06-16 00:00:00 0.688593
2024-06-17 00:00:00 0.700658
2024-06-18 00:00:00 0.689764
2024-06-19 00:00:00 0.693461
2024-06-20 00:00:00 0.729289
2024-06-21 00:00:00 0.712048
2024-06-22 00:00:00 0.717845
2024-06-23 00:00:00 0.724069
2024-06-24 00:00:00 0.728896
2024-06-25 00:00:00 0.704898
2024-06-26 00:00:00 0.707078
2024-06-27 00:00:00 0.711906
2024-06-28 00:00:00 0.698745
2024-06-29 00:00:00 0.726398
2024-06-30 00:00:00 0.722670
2024-07-01 00:00:00 0.696624
2024-07-02 00:00:00 0.694436
2024-07-03 00:00:00 0.700350
2024-07-04 00:00:00 0.711517
2024-07-05 00:00:00 0.713482
2024-07-06 00:00:00 0.717664
2024-07-07 00:00:00 0.727601
2024-07-08 00:00:00 0.705444
2024-07-09 00:00:00 0.695262
2024-07-10 00:00:00 0.716800
2024-07-11 00:00:00 0.704068
2024-07-12 00:00:00 0.692945
2024-07-13 00:00:00 0.685212
2024-07-14 00:00:00 0.708089
2024-07-15 00:00:00 0.712206
2024-07-16 00:00:00 0.717812
2024-07-17 00:00:00 0.722242
2024-07-18 00:00:00 0.722446
2024-07-19 00:00:00 0.728489
2024-07-20 00:00:00 0.719364
2024-07-21 00:00:00 0.717101
2024-07-22 00:00:00 0.706870
2024-07-23 00:00:00 0.670500
2024-07-24 00:00:00 0.673446
2024-07-25 00:00:00 0.668446
2024-07-26 00:00:00 0.693211
2024-07-27 00:00:00 0.677981
2024-07-28 00:00:00 0.669283
2024-07-29 00:00:00 0.688845
2024-07-30 00:00:00 0.653363
2024-07-31 00:00:00 0.675050
2024-08-01 00:00:00 0.709948
2024-08-02 00:00:00 0.666380
2024-08-03 00:00:00 0.679108
2024-08-04 00:00:00 0.662021
2024-08-05 00:00:00 0.638079
2024-08-06 00:00:00 0.650520
2024-08-07 00:00:00 0.663096
2024-08-08 00:00:00 0.662330
2024-08-09 00:00:00 0.647950
2024-08-10 00:00:00 0.653856
2024-08-11 00:00:00 0.666768
2024-08-12 00:00:00 0.666960
2024-08-13 00:00:00 0.651654
2024-08-14 00:00:00 0.658312
2024-08-15 00:00:00 0.648684
2024-08-16 00:00:00 0.647662
2024-08-17 00:00:00 0.643310
2024-08-18 00:00:00 0.637692
2024-08-19 00:00:00 0.625453
2024-08-20 00:00:00 0.628802
2024-08-21 00:00:00 0.642997
2024-08-22 00:00:00 0.606904
2024-08-23 00:00:00 0.618838
2024-08-24 00:00:00 0.615718
2024-08-25 00:00:00 0.637041
2024-08-26 00:00:00 0.615964
2024-08-27 00:00:00 0.625014
2024-08-28 00:00:00 0.638101
2024-08-29 00:00:00 0.636600
2024-08-30 00:00:00 0.634215
2024-08-31 00:00:00 0.583182
2024-09-01 00:00:00 0.576616
2024-09-02 00:00:00 0.572321
2024-09-03 00:00:00 0.562092
2024-09-04 00:00:00 0.587071
2024-09-05 00:00:00 0.610832
2024-09-06 00:00:00 0.587519
2024-09-07 00:00:00 0.568604
2024-09-08 00:00:00 0.571576
2024-09-09 00:00:00 0.590415
2024-09-10 00:00:00 0.577124
2024-09-11 00:00:00 0.577430
2024-09-12 00:00:00 0.544989
2024-09-13 00:00:00 0.521081
2024-09-14 00:00:00 0.543482
2024-09-15 00:00:00 0.542977
2024-09-16 00:00:00 0.527925
2024-09-17 00:00:00 0.527810
2024-09-18 00:00:00 0.530192
2024-09-19 00:00:00 0.534350
2024-09-20 00:00:00 0.545181
2024-09-21 00:00:00 0.522841
2024-09-22 00:00:00 0.521552
2024-09-23 00:00:00 0.490201
2024-09-24 00:00:00 0.484586
2024-09-25 00:00:00 0.498099
2024-09-26 00:00:00 0.487436
2024-09-27 00:00:00 0.488438
2024-09-28 00:00:00 0.514977
2024-09-29 00:00:00 0.498781
2024-09-30 00:00:00 0.515223
2024-10-01 00:00:00 0.490702
2024-10-02 00:00:00 0.460908
2024-10-03 00:00:00 0.462391
2024-10-04 00:00:00 0.444448
2024-10-05 00:00:00 0.435391
2024-10-06 00:00:00 0.434029
2024-10-07 00:00:00 0.448673
2024-10-08 00:00:00 0.443648
2024-10-09 00:00:00 0.438863
2024-10-10 00:00:00 0.440756
2024-10-11 00:00:00 0.437353
2024-10-12 00:00:00 0.436913
2024-10-13 00:00:00 0.414642
2024-10-14 00:00:00 0.432952
2024-10-15 00:00:00 0.435630
2024-10-16 00:00:00 0.438680
2024-10-17 00:00:00 0.427963
2024-10-18 00:00:00 0.407341
2024-10-19 00:00:00 0.389295
2024-10-20 00:00:00 0.366552
2024-10-21 00:00:00 0.387053
2024-10-22 00:00:00 0.377706
2024-10-23 00:00:00 0.394388
2024-10-24 00:00:00 0.388599
2024-10-25 00:00:00 0.406041
2024-10-26 00:00:00 0.376165
2024-10-27 00:00:00 0.377354
2024-10-28 00:00:00 0.359110
2024-10-29 00:00:00 0.349699
2024-10-30 00:00:00 0.355316
2024-10-31 00:00:00 0.328548
2024-11-01 00:00:00 0.363445
2024-11-02 00:00:00 0.371452
2024-11-03 00:00:00 0.336733
2024-11-04 00:00:00 0.311110
2024-11-05 00:00:00 0.308741
2024-11-06 00:00:00 0.321043
2024-11-07 00:00:00 0.350463
2024-11-08 00:00:00 0.353033
2024-11-09 00:00:00 0.327345
2024-11-10 00:00:00 0.311918
2024-11-11 00:00:00 0.299428
2024-11-12 00:00:00 0.296761
2024-11-13 00:00:00 0.288053
2024-11-14 00:00:00 0.278736
2024-11-15 00:00:00 0.277801
2024-11-16 00:00:00 0.282690
2024-11-17 00:00:00 0.285063
2024-11-18 00:00:00 0.282284
2024-11-19 00:00:00 0.297851
2024-11-20 00:00:00 0.258389
2024-11-21 00:00:00 0.249815
2024-11-22 00:00:00 0.253335
2024-11-23 00:00:00 0.258409
2024-11-24 00:00:00 0.244177
2024-11-25 00:00:00 0.237971
2024-11-26 00:00:00 0.251733
2024-11-27 00:00:00 0.265488
2024-11-28 00:00:00 0.258602
2024-11-29 00:00:00 0.233702
2024-11-30 00:00:00 0.240311
2024-12-01 00:00:00 0.250249
2024-12-02 00:00:00 0.240802
2024-12-03 00:00:00 0.238820
2024-12-04 00:00:00 0.216848
2024-12-05 00:00:00 0.250830
2024-12-06 00:00:00 0.269833
2024-12-07 00:00:00 0.254074
2024-12-08 00:00:00 0.210687
2024-12-09 00:00:00 0.244884
2024-12-10 00:00:00 0.256931
2024-12-11 00:00:00 0.264170
2024-12-12 00:00:00 0.251767
2024-12-13 00:00:00 0.232872
2024-12-14 00:00:00 0.236629
2024-12-15 00:00:00 0.241793
2024-12-16 00:00:00 0.258296
2024-12-17 00:00:00 0.266180
2024-12-18 00:00:00 0.265443
2024-12-19 00:00:00 0.279943
2024-12-20 00:00:00 0.246093
2024-12-21 00:00:00 0.267168
2024-12-22 00:00:00 0.274398
2024-12-23 00:00:00 0.247596
2024-12-24 00:00:00 0.237823
2024-12-25 00:00:00 0.223359
2024-12-26 00:00:00 0.247341
2024-12-27 00:00:00 0.257178
2024-12-28 00:00:00 0.261851
2024-12-29 00:00:00 0.238652
2024-12-30 00:00:00 0.250251
